English,French,eng_len,fr_len
If we see in the development of that nuclear power plant that there are concerns about safety we will discuss it with Turkey.,"Si nous constatons, au cours du développement de cette centrale nucléaire, qu'il existe des motifs d'inquiétude quant à la sécurité, nous en discuterons avec la Turquie.",22,25
We are seeking to implement best practice.,Nous tentons de mettre les meilleures pratiques sur pied.,6,8
"As Mrs Randzio-Plath said, we must remember that the reason why certain Members want to revive this question is because of the recent international financial crises and their economic, social and environmental consequences which have been felt by all in some countries.","Je crois qu'il faut rappeler, comme Mme Randzio-Plath l'a dit, que la raison pour laquelle un certain nombre de parlementaires souhaitent revenir sur cette question est liée aux dernières crises financières internationales et à leurs conséquences économiques, sociales et environnementales qui sont connues de tous dans un certain nombre de pays.",41,50
"From the sixth periodic report on the regions, one can draw the hesitant conclusion that these incentives do not always have the desired effect.","Du sixième rapport périodique sur les régions, on peut déduire prudemment que ces stimuli n'ont pas toujours l'effet souhaité.",23,18
This is therefore an aspect to be considered.,Il s'agit d'un aspect dont il faut tenir compte.,7,8
"The van Hulten report is a step in the right direction, but it is not enough.","Le rapport van Hulten représente un progrès, mais il n' est pas suffisant.",15,12
EXPLANATIONS OF VOTE- Own resources,Explications de vote- ressources propres,4,4
"Mr Marinos, we are not adopting a purely economic approach to managing the Portuguese Presidency, and therefore, the cultural dimension is, I am sure you will appreciate, one of our main concerns.","Monsieur le Député, nous n'avons pas une conception économique de notre gestion de la présidence portugaise. La dimension culturelle se trouve au centre de nos préoccupations.",31,25
"The Community action programme for civil protection, established by a Council decision on 9 December, was launched on 1 January 2000.",Le programme d'action communautaire en faveur de la protection civile institué par décision du Conseil du 9 décembre dernier a démarré le 1er janvier 2000.,20,24
"We have no specific, concrete initiatives in this area but that does not mean that we are closed to the idea that an initiative proposed to us by NGOs in this area might be considered during our presidency.","Nous n'avons aucune initiative spécifique concrète en la matière, nous ne sommes donc pas fermés à l'hypothèse d'une initiative des organisations non gouvernementales qui nous serait proposée dans ce domaine durant notre présidence.",37,32
It is Europe's duty to support them and thereby complement the efforts of the governments of Member States affected by the disaster.,Il est du devoir de l'Europe de les soutenir et de compléter ainsi l'effort des gouvernements des États membres touchés par la catastrophe.,21,22
They should not be about creating additional layers of bureaucracy and red tape.,Elles devraient éviter de créer des couches supplémentaires de bureaucratie et de paperasserie.,12,12
The general impression at present is that anything budget-related within Europe is bad.,L' impression générale pour l' instant est que tout est mauvais dans le budget de l' Europe.,12,16
Which Community body will control the funding of the steering group and the monitoring committee and verify that the programme is carried out exactly and correctly?,"Quelle est l'institution communautaire qui contrôlera le financement du groupe directeur et de la commission de supervision, ainsi que l'exécution fidèle des programmes ?",25,23
